1	0
2	1.145
3	1.238
4	1.152
5	1.464
6	1.017
7	1.231
8	1.19
9	1.282
10	1.938
11	1.195
12	1.377
13	1.776
14	1.665
15	1.398
16	1.332
17	1.422
18	1.82
19	1.615
20	1.623
21	1.321
22	1.368
23	1.738
24	1.538
25	1.872
26	1.894
27	1.901
28	1.79
29	1.802
30	1.493
31	1.603
32	1.527
33	1.646
34	1.635
35	1.642
36	1.722
37	1.842
38	1.637
39	1.635
40	1.812
41	1.495
42	1.462
43	1.691
44	1.624
45	1.58
46	1.687
47	1.608
48	1.68
49	1.652
50	1.731
51	2.208
52	1.436
53	2.005
54	2.177
55	2.089
56	2.078
57	1.811
58	1.627
59	1.818
60	1.873
61	1.751
62	2.112
63	1.768
64	1.999
65	2.328
66	2.253
67	1.66
68	1.753
69	1.962
70	1.86
71	2.2
72	2.165
73	1.68
74	1.659
75	1.381
76	1.709
77	1.736
78	1.449
79	1.595
80	1.703
81	1.844
82	1.732
83	1.868
84	1.994
85	1.542
86	1.599
87	1.755
88	1.619
89	1.618
90	1.678
91	1.55
92	1.743
93	1.943
94	1.743
95	1.614
96	1.757
97	2.14
98	2.044
99	1.928
100	2.19
101	2.248
102	2.118
103	1.866
104	2.011
105	1.836
106	2.031
107	1.985
108	1.843
109	1.887
110	1.822
111	1.738
112	1.813
113	2.074
114	2.085
115	1.976
116	1.959
117	1.792
118	2.19
119	1.889
120	1.906
121	1.939
122	1.854
123	1.811
124	1.82
125	1.873
126	1.827
127	1.801
128	1.567
129	1.674
130	1.834
131	1.984
132	2.122
133	1.81
134	1.87
135	2.093
136	2.207
137	1.917
138	2.111
139	1.98
140	2.083
141	2.012
142	2.291
143	2.149
144	1.977
145	2.401
146	2.023
147	2.047
148	2.239
149	2.051
150	1.861
151	2.031
152	1.904
153	2.398
154	2.549
155	2.584
156	1.923
157	2.191
158	2.118
159	2.072
160	2.086
161	2.197
162	2.548
163	2.272
164	1.889
165	2.157
166	2.113
167	2.049
168	2.007
169	2.009
170	1.939
171	1.941
172	1.976
173	2.135
174	1.814
175	1.9
176	2.133
177	2.013
178	1.958
179	1.96
180	2.117
181	1.975
182	2.049
183	2.125
184	2.161
185	2.165
186	2.196
187	2.116
188	2.004
189	2.174
190	1.867
191	1.967
192	2.011
193	1.948
194	2.091
195	2.233
196	2.092
197	1.903
198	2.048
199	1.875
200	2.01
201	1.686
202	1.884
203	1.824
204	1.703
205	1.607
206	1.661
207	1.555
208	1.739
209	1.769
210	1.701
211	1.732
212	1.654
213	1.695
214	1.557
215	1.728
216	1.788
217	1.754
218	1.957
219	1.758
220	2.009
221	1.752
222	1.864
223	1.902
224	1.977
225	1.902
226	2.081
227	1.959
228	1.909
229	1.842
230	2.06
231	2.129
232	1.943
233	1.986
234	1.738
235	1.806
236	1.721
237	1.942
238	1.898
239	1.942
240	1.955
241	2.098
242	2.167
243	2.212
244	2.075
245	2.176
246	2.11
247	2.321
248	2.217
249	1.979
250	2.507
251	2.132
252	2.307
253	2.092
254	2.112
255	2.029
256	2.024
257	2.014
258	1.898
259	2.169
260	1.862
261	1.825
262	1.804
263	2.124
264	1.955
265	1.86
266	1.916
267	2.032
268	1.915
269	2.057
270	2.042
271	1.938
272	1.958
273	2.039
274	2.099
275	2.081
276	1.943
277	1.801
278	2
279	2.143
280	2.069
281	1.945
282	1.885
283	2.081
284	2.061
285	2.345
286	1.898
287	1.936
288	1.796
289	1.736
290	1.788
291	1.846
292	2.198
293	2
294	1.952
295	2.375
296	2.187
297	2.502
298	2.398
299	2.576
300	2.485
301	2.432
302	2.627
303	2.914
304	2.654
305	2.595
306	2.157
307	2.506
308	2.943
309	2.352
310	2.176
311	2.671
312	2.451
313	2.693
314	2.413
315	2.625
316	2.569
317	2.037
318	2.638
319	2.732
320	2.433
321	1.93
322	1.991
323	2.251
324	1.641
325	1.835
326	2.016
327	2.122
328	2.193
329	1.997
330	2.065
331	2.01
332	1.907
333	2.03
334	1.926
335	2.184
336	1.896
337	1.843
338	1.976
339	1.979
340	2.231
341	2.122
342	1.948
343	1.968
344	1.858
345	1.948
346	2.182
347	1.894
348	1.99
349	2.113
350	1.961
351	2.122
352	2.041
353	2.099
354	1.918
355	1.917
356	1.807
357	2.238
358	2.103
359	1.948
360	2.184
361	2.464
362	2.124
363	2.293
364	2.323
365	2.323
366	2.02
367	2.088
368	1.89
369	2.116
370	2.181
371	2.339
372	2.358
373	2.197
374	2.304
375	2.414
376	2.317
377	2.554
378	2.439
379	2.537
380	2.495
381	2.505
382	2.757
383	2.368
384	2.551
385	2.363
386	2.257
387	2.171
388	2.553
389	2.441
390	2.638
391	2.341
392	2.004
393	2.242
394	2.147
395	1.96
396	1.992
397	1.867
398	1.757
399	2.037
400	1.813
401	1.989
402	1.849
403	2.32
404	2.288
405	2.072
406	2.535
407	2.215
408	2.381
409	2.455
410	2.086
411	1.923
412	1.925
413	1.968
414	2.091
415	2.101
416	1.828
417	1.72
418	1.835
419	1.745
420	1.905
421	2.138
422	1.762
423	1.747
424	1.696
425	1.737
426	1.683
427	1.71
428	1.664
429	1.726
430	1.763
431	1.86
432	1.656
433	1.962
434	1.776
435	1.913
436	2.075
437	1.85
438	1.944
439	1.964
440	2.362
441	1.924
442	1.967
443	1.915
444	2.249
445	2.17
446	1.947
447	1.975
448	2.374
449	2.475
450	2.425
451	2.429
452	2.446
453	2.567
454	2.509
455	2.608
456	2.95
457	3.093
458	3.353
459	2.983
460	2.813
461	2.787
462	3.015
463	2.865
464	2.809
465	2.627
466	2.904
467	2.421
468	2.684
469	2.94
470	2.665
471	2.616
472	3.282
473	2.805
474	3.208
475	2.933
476	2.771
477	3.236
478	2.885
479	2.955
480	2.734
481	2.857
482	3.115
483	2.796
484	2.555
485	2.451
486	2.907
487	2.143
488	2.213
489	2.361
490	2.359
491	2.177
492	2.365
493	2.386
494	2.208
495	1.991
496	2.029
497	2.123
498	2.072
499	2.208
500	2.457
501	2.414
502	2.363
503	2.728
504	2.387
505	2.441
506	2.635
507	2.67
508	2.335
509	2.441
510	2.55
511	3.076
512	2.997
513	3.015
514	2.317
515	2.63
516	2.438
517	2.706
518	2.372
519	2.57
520	2.478
521	2.477
522	2.461
523	2.85
524	2.867
525	2.968
526	2.654
527	2.651
528	2.921
529	2.496
530	2.717
531	2.625
532	2.89
533	2.938
534	2.353
535	2.394
536	2.599
537	2.899
538	2.88
539	2.701
540	2.56
541	2.384
542	2.401
543	2.198
544	2.29
545	2.35
546	2.453
547	2.395
548	2.89
549	2.463
550	2.207
551	2.445
552	2.445
553	2.685
554	2.813
555	2.411
556	2.389
557	2.95
558	2.724
559	2.808
560	2.59
561	2.884
562	2.795
563	3.011
564	2.703
565	2.943
566	2.98
567	2.812
568	2.505
569	2.479
570	2.509
571	2.785
572	2.765
573	2.468
574	2.979
575	2.868
576	2.892
577	2.834
578	2.754
579	2.707
580	2.739
581	2.719
582	2.757
583	2.489
584	2.56
585	2.465
586	2.384
587	2.42
588	2.338
589	2.146
590	2.326
591	2.529
592	2.416
593	2.452
594	2.316
595	2.302
596	2.297
597	2.436
598	2.519
599	2.18
600	2.406
601	2.383
602	2.526
603	2.389
604	2.679
605	2.764
606	2.575
607	2.444
608	2.65
609	2.627
610	2.489
611	2.423
612	2.539
613	2.484
614	2.458
615	2.629
616	2.888
617	2.64
618	3.089
619	3.091
620	2.634
621	3.078
622	2.754
623	2.843
624	2.683
625	2.787
626	2.579
627	2.628
628	2.686
629	2.86
630	2.738
631	2.822
632	2.829
633	2.542
634	2.84
635	3.056
636	3.054
637	2.761
638	2.784
639	2.669
640	2.818
641	3.236
642	2.637
643	2.943
644	2.854
645	3.198
646	3.099
647	2.758
648	3.262
649	2.999
650	2.682
651	3.141
652	3.105
