0		0.385097		 0.32846		0.349698		 0.25773
200		0.395837		0.346166		0.361654		0.250497
400		0.385758		0.343548		0.355347		0.230915
600		0.379581		0.335195		0.341065		0.243891
800		0.382214		0.333594		0.343131		0.251301
1000		0.372264		0.322106		 0.31625		0.270915
1200		0.370462		0.319808		 0.33721		0.241859
1400		0.385467		0.348822		0.351893		0.227297
1600		0.381273		0.330613		0.345321		0.249372
1800		0.375121		0.332548		0.348008		0.223012
2000		0.377195		0.345715		0.336794		0.227163
2200		0.372296		0.327991		0.328079		0.248987
2400		0.379881		0.329477		 0.34602		0.245631
2600		0.390509		0.340862		0.341182		0.269079
2800		0.365203		 0.32737		0.312916		0.248313
3000		0.371308		0.327723		0.327127		0.247637
3200		0.371611		0.329151		0.333226		0.238347
3400		0.372214		 0.32764		0.328597		 0.24852
3600		0.381747		0.335729		 0.34173		0.248935
3800		0.384315		0.322726		0.347314		0.265738
4000		0.409609		 0.34111		0.378942		0.274966
4200		0.391745		0.336139		0.363556		0.248526
4400		0.389076		0.328933		0.344941		0.274918
4600		0.359041		0.303106		0.322323		 0.24911
4800		0.388278		0.338082		0.350633		0.253529
5000		 0.37615		0.324874		0.336336		0.253599
5200		0.372204		0.319521		 0.32789		0.259743
5400		0.355523		0.301583		0.317028		0.247656
5600		0.374546		0.315024		0.336495		0.260962
5800		0.374731		0.326202		0.337154		0.246508
6000		0.392861		0.338076		0.355979		 0.26012
6200		0.385752		0.335625		0.336901		0.267325
6400		0.388243		0.325327		0.351801		0.268075
6600		0.386379		0.319115		0.345034		0.278739
6800		0.393361		0.349041		0.356238		0.246437
7000		0.393181		0.338492		0.360199		0.254681
7200		0.358684		 0.30661			0.3256		 0.23934
7400		0.375537		0.320398		0.340758		0.251565
7600		0.373384		0.326483		0.339871		0.238177
7800			0.3905		0.314277		0.351378		0.287652
8000		0.387883		0.320311		0.348098		0.277731
8200		0.381824		0.339497		 0.33593		0.251937
8400		0.395726		0.336467		 0.35334		0.274114
8600		0.406534		0.360515		0.366996		0.256677
8800		 0.38381		 0.33916		 0.34583		0.244933
9000		0.401202		0.364444		0.380683		0.210206
9200		 0.39227		0.350633		0.358103		0.237846
9400		0.389362		 0.34166		0.352864		 0.24892
9600		0.386613		0.332679		0.351905		0.253822
9800		0.386129		0.341814		0.339198		0.257488
10000		0.379537		 0.33124		0.335063		0.257119
10200		0.391607		0.328948		0.363049		0.258267
10400		0.380042		0.316289		0.337877		0.273247
10600		0.395758		0.334903		0.363997		0.261907
10800		0.374736		0.329433		0.331728		0.249567
11000		0.371456		0.315016		0.330328		0.260015
11200		0.383369		0.339711		0.345265		0.243583
11400		 0.38593		0.332752		0.346026		0.259665
11600		0.368551		0.322492		0.329582		0.242969
11800		0.384615		0.343897		0.334518		0.256302
12000		0.400208		0.352047		0.369494		0.244684
12200		0.381478		0.322507		0.348655		 0.25589
12400		0.379753		 0.32953		0.355028		0.231927
12600		0.387043		0.326206		0.352414		0.262677
12800		0.378571		0.327529		0.341432		0.250563
13000		0.403433		0.341488		0.380142		0.253759
13200		0.390131		0.341893		0.347341		0.258588
13400		0.373963		0.317479		0.334474		0.258902
13600		0.365905		 0.33563		0.308384		0.244998
13800		0.415891		0.376704		0.383856		0.238074
14000		0.386726		0.333482		0.344881		0.262605
14200		 0.38695		0.341586		0.354147			0.2395
14400		0.369001		0.328445		0.323736		0.244218
14600		0.394685		0.360943		0.368501		 0.21326
14800		0.389719		0.348654		0.353499		0.239251
15000		 0.38068		0.339231		0.346171		0.234357
15200		 0.38977		0.342193		0.359207		0.240242
15400		0.395295		0.356361		0.364835		0.228952
15600		0.396492		0.356171		0.367844		 0.22857
15800		0.390532		0.342999		0.364224		0.233932
16000		0.376152		0.335709		0.337624		0.237256
16200		0.383772		0.340867		0.340266		0.250182
16400		0.389299		0.341961		0.353596		0.247264
16600		0.386518		0.353347		0.340358		0.241028
16800		0.403163		0.360323		0.372364		0.237893
17000		 0.38355		0.339036		0.329993		0.265293
17200		0.400596		 0.36777		0.364385		0.230049
17400		0.394721		0.359139		0.359412		0.231197
17600		0.380379		0.343455		0.335758		0.242242
17800		0.370003		0.321427		0.319145		0.261984
18000		0.390382		0.350356		0.337486		0.261058
18200		0.390009		 0.35489		0.353318		0.231157
18400		0.400589		0.351171		0.364369		 0.25467
18600		0.402676		0.368822		0.370315		0.226127
18800		0.401904		0.357712		0.364638		 0.24927
19000		0.382949		0.331546		0.348297		0.249133
19200		0.366441		0.316795		0.316032		0.261386
19400		0.384609		0.344479		0.349857		0.234059
19600		0.397611		0.348568		0.362786		0.251149
19800		0.386265		0.348207		0.349687		0.234248
20000		0.386569		0.352053		0.352162		0.225636
20200		0.400837		0.360998		0.370024		0.232601
20400		0.390321		0.346926		0.357483		0.237799
20600		0.403223		0.366607		 0.37564		 0.22287
20800		0.398783		0.357885		0.345548		0.265652
