POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
4990,1466.05,3510.24,5753.05,-3661.48,-8571.7,1769.58,16064.08,0.0,3597.07,-2047.69,16329.82,1549.39,17879.21
4991,1538.82,3529.99,5797.57,-3655.1,-8567.73,1739.67,15943.76,0.0,3615.23,-2062.89,16326.98,1552.34,17879.32
4992,1508.54,3593.73,5830.31,-3628.45,-8540.58,1746.61,15936.65,0.0,3594.45,-2042.3,16446.82,1552.15,17998.97
4993,1536.15,3595.5,5800.26,-3625.3,-8559.55,1750.17,15963.46,0.0,3612.44,-2058.32,16460.7,1554.12,18014.83
4994,1489.38,3594.88,5750.41,-3642.3,-8563.56,1791.9,15957.56,0.0,3600.25,-2043.61,16378.27,1556.64,17934.92
4995,1533.17,3596.2,5791.24,-3613.42,-8564.5,1777.77,16057.22,0.0,3603.36,-2044.67,16577.67,1558.69,18136.36
4996,1477.98,3606.35,5774.44,-3632.46,-8550.17,1750.6,15945.76,0.0,3603.57,-2043.72,16372.5,1559.85,17932.35
4997,1501.44,3641.46,5813.53,-3662.28,-8582.73,1760.28,16129.06,0.0,3594.69,-2039.74,16600.75,1554.96,18155.71
4998,1529.36,3580.18,5789.55,-3637.28,-8597.08,1779.74,16153.88,0.0,3616.82,-2061.97,16598.34,1554.85,18153.18
4999,1523.09,3646.4,5808.5,-3628.97,-8554.76,1776.68,15970.91,0.0,3615.63,-2063.82,16541.85,1551.81,18093.66
5000,1502.08,3528.48,5762.19,-3635.0,-8576.57,1767.28,16035.23,0.0,3600.61,-2043.22,16383.68,1557.39,17941.07

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
4900,1422.01,3552.05,5751.28,-3558.69,-8517.8,1766.04,15839.5,0.0,3588.6,-2063.26,16254.39,1525.34,17779.73
4901,1476.02,3561.54,5758.32,-3670.45,-8544.71,1728.66,15953.64,0.0,3575.62,-2054.61,16263.03,1521.02,17784.04
4902,1484.95,3563.3,5794.87,-3584.75,-8553.76,1747.85,15944.9,0.0,3592.87,-2070.87,16397.35,1522.0,17919.35
4903,1483.39,3574.04,5760.35,-3547.83,-8568.58,1755.06,15981.0,0.0,3590.62,-2068.01,16437.43,1522.62,17960.05
4904,1466.41,3546.56,5765.78,-3590.08,-8553.55,1761.08,15923.49,0.0,3578.88,-2071.29,16319.68,1507.6,17827.28
4905,1513.79,3588.72,5741.5,-3594.2,-8560.03,1768.54,15975.51,0.0,3585.02,-2068.15,16433.84,1516.87,17950.71
4906,1514.96,3667.76,5800.18,-3575.27,-8574.15,1754.8,15982.28,0.0,3605.95,-2089.85,16570.56,1516.1,18086.66
4907,1470.13,3564.14,5752.02,-3557.42,-8568.26,1775.51,15988.91,0.0,3582.59,-2063.56,16425.02,1519.03,17944.05
4908,1512.55,3477.22,5789.48,-3573.67,-8559.96,1741.22,15969.31,0.0,3596.32,-2072.67,16356.16,1523.65,17879.81
4909,1487.5,3565.71,5798.62,-3560.61,-8542.5,1782.65,15907.47,0.0,3582.11,-2059.63,16438.83,1522.48,17961.31
4910,1459.25,3528.67,5826.42,-3583.61,-8543.74,1761.61,15891.34,0.0,3614.1,-2085.42,16339.94,1528.68,17868.62
4911,1486.07,3547.47,5831.66,-3564.26,-8568.86,1752.1,15980.48,0.0,3599.01,-2070.3,16464.66,1528.71,17993.36
4912,1514.28,3585.05,5796.3,-3531.81,-8569.44,1767.06,15989.69,0.0,3609.28,-2076.34,16551.13,1532.95,18084.07
4913,1547.79,3604.86,5818.25,-3587.33,-8569.92,1783.85,16030.89,0.0,3606.3,-2083.8,16628.37,1522.5,18150.87
4914,1487.76,3586.94,5796.76,-3584.46,-8569.69,1745.36,15980.66,0.0,3573.34,-2058.31,16443.33,1515.03,17958.36
4915,1503.91,3613.35,5750.03,-3615.31,-8554.67,1759.73,15955.11,0.0,3590.4,-2058.62,16412.14,1531.78,17943.92
4916,1550.19,3575.42,5803.6,-3587.69,-8586.8,1742.74,16034.78,0.0,3605.42,-2060.86,16532.24,1544.57,18076.8
4917,1464.91,3602.32,5747.62,-3546.69,-8579.19,1777.36,16037.25,0.0,3597.81,-2068.02,16503.59,1529.79,18033.38
4918,1484.02,3614.73,5759.88,-3598.35,-8569.97,1766.2,15975.95,0.0,3576.72,-2041.67,16432.45,1535.05,17967.5
4919,1470.25,3604.55,5772.67,-3617.38,-8544.36,1740.64,15891.27,0.0,3599.23,-2053.04,16317.65,1546.2,17863.84
4920,1511.18,3545.45,5758.12,-3600.28,-8555.05,1727.8,15941.97,0.0,3586.4,-2060.93,16329.2,1525.47,17854.66
4921,1487.17,3565.03,5762.45,-3557.29,-8583.99,1778.04,15965.94,0.0,3589.86,-2067.76,16417.36,1522.1,17939.46
4922,1443.07,3610.31,5798.52,-3640.37,-8539.57,1764.91,15857.48,0.0,3593.85,-2072.16,16294.35,1521.69,17816.04
4923,1450.52,3665.54,5757.32,-3617.6,-8578.63,1774.89,16008.9,0.0,3581.58,-2051.74,16460.94,1529.84,17990.78
4924,1510.06,3573.94,5751.72,-3615.09,-8569.05,1757.51,15991.75,0.0,3588.06,-2051.55,16400.84,1536.52,17937.35
4925,1544.15,3653.57,5759.87,-3623.59,-8546.92,1735.59,15957.62,0.0,3593.36,-2058.98,16480.29,1534.38,18014.67
4926,1472.57,3649.88,5787.61,-3618.82,-8543.1,1743.39,15909.72,0.0,3593.46,-2069.06,16401.25,1524.41,17925.66
4927,1526.23,3525.12,5770.26,-3589.92,-8571.93,1747.2,16028.18,0.0,3585.43,-2044.9,16435.14,1540.53,17975.67
4928,1449.28,3545.45,5746.8,-3604.0,-8582.4,1767.29,16016.91,0.0,3588.13,-2076.81,16339.34,1511.32,17850.66
4929,1516.49,3540.86,5770.83,-3617.56,-8581.89,1808.17,16059.25,0.0,3580.06,-2059.94,16496.16,1520.13,18016.28
4930,1468.08,3598.57,5773.22,-3639.28,-8567.79,1755.64,16019.47,0.0,3581.28,-2053.36,16407.91,1527.92,17935.83
4931,1519.22,3572.16,5772.9,-3609.0,-8580.82,1759.79,16036.9,0.0,3599.47,-2063.27,16471.15,1536.2,18007.36
4932,1508.64,3546.98,5754.63,-3601.34,-8560.65,1748.14,16034.24,0.0,3606.38,-2069.62,16430.62,1536.76,17967.38
4933,1496.02,3579.36,5744.78,-3585.67,-8553.47,1780.84,15977.25,0.0,3589.35,-2060.65,16439.12,1528.71,17967.82
4934,1434.26,3618.19,5803.91,-3620.29,-8566.82,1763.45,16004.67,0.0,3587.12,-2055.51,16437.38,1531.61,17968.99
4935,1518.92,3607.19,5754.27,-3606.58,-8589.95,1764.43,16099.66,0.0,3603.25,-2074.27,16547.93,1528.98,18076.92
4936,1473.21,3629.9,5807.77,-3606.03,-8595.48,1739.07,16066.07,0.0,3604.94,-2066.4,16514.5,1538.54,18053.04
4937,1466.83,3529.62,5742.96,-3619.51,-8578.07,1769.04,16055.93,0.0,3592.65,-2057.25,16366.8,1535.4,17902.2
4938,1526.78,3544.92,5778.41,-3616.04,-8581.17,1754.13,16050.14,0.0,3580.27,-2045.17,16457.17,1535.1,17992.27
4939,1443.54,3645.65,5794.26,-3605.15,-8577.39,1768.2,15980.47,0.0,3569.93,-2037.22,16449.58,1532.72,17982.3
4940,1499.46,3525.83,5792.83,-3603.69,-8583.5,1728.94,16021.33,0.0,3582.47,-2049.76,16381.21,1532.71,17913.92
4941,1481.37,3549.26,5792.77,-3610.21,-8598.31,1732.44,16159.11,0.0,3588.43,-2052.4,16506.43,1536.03,18042.46
4942,1503.21,3561.24,5788.42,-3577.94,-8580.44,1735.68,15992.11,0.0,3594.15,-2069.68,16422.28,1524.47,17946.76
4943,1559.83,3570.85,5783.99,-3625.15,-8571.84,1770.87,15999.85,0.0,3571.12,-2040.57,16488.4,1530.55,18018.95
4944,1460.0,3619.34,5797.51,-3616.18,-8556.24,1737.3,15923.34,0.0,3586.91,-2057.75,16365.07,1529.15,17894.22
4945,1503.3,3610.09,5804.01,-3587.36,-8583.38,1766.65,16012.14,0.0,3581.25,-2048.18,16525.45,1533.07,18058.52
4946,1492.28,3614.7,5754.02,-3581.11,-8571.36,1769.18,16003.02,0.0,3582.28,-2054.65,16480.72,1527.62,18008.35
4947,1460.09,3522.99,5731.53,-3616.73,-8580.46,1767.4,16050.32,0.0,3595.26,-2044.06,16335.13,1551.2,17886.33
4948,1535.78,3617.61,5776.04,-3617.9,-8533.44,1734.03,15896.18,0.0,3582.83,-2046.57,16408.29,1536.26,17944.56
4949,1548.15,3587.77,5794.02,-3647.8,-8563.81,1751.41,16005.55,0.0,3573.35,-2029.66,16475.29,1543.69,18018.98
4950,1493.01,3624.21,5760.37,-3646.38,-8558.31,1759.64,15988.95,0.0,3578.64,-2032.05,16421.49,1546.59,17968.08
4951,1565.77,3499.89,5763.75,-3630.69,-8559.94,1703.66,15986.52,0.0,3566.58,-2031.68,16328.97,1534.9,17863.87
4952,1520.64,3585.66,5717.52,-3576.49,-8557.83,1788.28,15979.08,0.0,3595.95,-2066.56,16456.86,1529.39,17986.25
4953,1456.35,3568.07,5736.63,-3578.03,-8564.82,1776.72,16048.91,0.0,3605.82,-2075.6,16443.82,1530.22,17974.04
4954,1487.29,3601.12,5755.73,-3577.82,-8564.85,1723.38,16002.03,0.0,3589.12,-2050.81,16426.88,1538.31,17965.19
4955,1518.94,3528.12,5771.5,-3609.3,-8518.37,1765.18,15834.7,0.0,3578.91,-2058.5,16290.76,1520.41,17811.17
4956,1559.64,3556.34,5782.4,-3634.18,-8526.91,1757.72,15874.51,0.0,3570.8,-2058.43,16369.52,1512.37,17881.89
4957,1468.15,3592.87,5754.24,-3597.3,-8561.32,1757.12,15958.18,0.0,3579.74,-2061.29,16371.94,1518.44,17890.38
4958,1485.76,3636.81,5773.74,-3603.28,-8534.85,1745.11,15965.02,0.0,3602.42,-2073.93,16468.3,1528.5,17996.8
4959,1447.72,3567.86,5754.51,-3597.99,-8560.94,1765.26,15965.35,0.0,3570.42,-2053.85,16341.77,1516.57,17858.34
4960,1442.53,3547.01,5755.11,-3597.08,-8557.43,1776.22,15953.41,0.0,3573.56,-2053.24,16319.78,1520.33,17840.11
4961,1521.76,3553.57,5784.6,-3573.35,-8579.09,1759.73,16024.39,0.0,3595.78,-2069.71,16491.6,1526.08,18017.67
4962,1535.91,3576.28,5744.07,-3606.79,-8567.79,1766.41,16005.46,0.0,3574.2,-2056.08,16453.55,1518.11,17971.66
4963,1505.21,3548.99,5794.92,-3588.01,-8574.62,1763.28,15976.23,0.0,3590.5,-2074.8,16425.98,1515.7,17941.68
4964,1485.78,3627.32,5750.59,-3573.67,-8594.26,1743.43,16060.3,0.0,3580.2,-2067.32,16499.49,1512.87,18012.36
4965,1468.02,3504.3,5755.38,-3581.66,-8581.34,1771.25,16130.65,0.0,3596.19,-2062.97,16466.6,1533.22,17999.81
4966,1546.36,3613.68,5790.28,-3583.28,-8572.77,1737.58,16011.64,0.0,3600.07,-2074.55,16543.49,1525.52,18069.01
4967,1549.72,3680.63,5804.4,-3574.53,-8590.99,1727.12,16008.93,0.0,3592.2,-2077.98,16605.27,1514.23,18119.49
4968,1518.47,3700.66,5753.42,-3607.31,-8574.0,1755.33,15933.76,0.0,3584.34,-2067.44,16480.34,1516.9,17997.24
4969,1462.52,3640.24,5793.31,-3598.95,-8561.05,1735.6,15945.96,0.0,3595.03,-2079.1,16417.64,1515.93,17933.57
4970,1483.59,3579.57,5742.48,-3573.12,-8573.01,1729.9,16012.97,0.0,3612.63,-2071.0,16402.39,1541.63,17944.02
4971,1520.06,3620.28,5771.63,-3615.98,-8568.94,1741.33,15980.54,0.0,3595.94,-2064.73,16448.92,1531.21,17980.13
4972,1490.14,3568.97,5841.91,-3569.34,-8577.33,1764.48,16001.78,0.0,3604.67,-2077.6,16520.63,1527.07,18047.69
4973,1457.89,3596.2,5799.92,-3583.89,-8593.69,1764.41,16084.57,0.0,3585.14,-2050.5,16525.4,1534.64,18060.04
4974,1501.5,3598.02,5780.82,-3658.13,-8580.43,1743.63,16034.02,0.0,3584.2,-2046.32,16419.44,1537.88,17957.32
4975,1520.29,3614.64,5769.16,-3539.65,-8576.15,1768.53,15990.19,0.0,3593.44,-2048.35,16547.02,1545.08,18092.1
4976,1463.93,3493.77,5790.53,-3613.21,-8570.17,1770.5,16032.57,0.0,3564.72,-2039.72,16367.91,1525.0,17892.91
4977,1526.37,3538.53,5796.56,-3630.36,-8582.96,1776.61,16108.4,0.0,3590.51,-2049.92,16533.16,1540.59,18073.75
4978,1456.19,3623.16,5825.97,-3609.84,-8554.56,1750.12,15967.3,0.0,3595.26,-2056.84,16458.34,1538.43,17996.77
4979,1522.72,3563.75,5806.15,-3666.66,-8550.93,1717.75,15949.42,0.0,3591.21,-2054.72,16342.2,1536.49,17878.69
4980,1516.23,3560.65,5764.93,-3548.77,-8596.1,1788.25,15983.97,0.0,3591.72,-2061.07,16469.15,1530.65,17999.8
4981,1500.63,3516.07,5782.96,-3580.58,-8566.53,1775.86,15982.92,0.0,3609.67,-2079.42,16411.33,1530.25,17941.58
4982,1489.63,3607.04,5719.51,-3598.67,-8528.78,1722.6,15884.97,0.0,3603.45,-2063.4,16296.29,1540.05,17836.34
4983,1583.7,3643.47,5737.37,-3581.44,-8556.87,1748.27,15904.64,0.0,3587.58,-2063.48,16479.15,1524.1,18003.25
4984,1516.54,3513.45,5774.5,-3559.85,-8574.79,1749.58,16007.79,0.0,3609.83,-2076.34,16427.22,1533.49,17960.72
4985,1464.11,3578.59,5783.53,-3593.51,-8551.41,1755.65,15916.56,0.0,3580.48,-2050.27,16353.53,1530.21,17883.74
4986,1481.92,3620.48,5761.87,-3573.53,-8551.23,1770.58,15954.52,0.0,3605.76,-2075.55,16464.61,1530.21,17994.82
4987,1569.86,3654.51,5760.72,-3554.7,-8551.73,1767.65,15913.02,0.0,3586.21,-2065.07,16559.32,1521.14,18080.46
4988,1452.04,3624.22,5752.36,-3588.33,-8568.45,1768.18,16047.74,0.0,3604.74,-2087.83,16487.75,1516.91,18004.65
4989,1511.24,3443.93,5781.22,-3629.46,-8569.62,1771.26,16004.86,0.0,3588.19,-2062.1,16313.43,1526.09,17839.52
4990,1457.12,3487.31,5737.1,-3604.62,-8574.56,1760.13,16035.68,0.0,3591.56,-2070.37,16298.16,1521.19,17819.35
4991,1530.06,3509.42,5780.06,-3598.44,-8568.21,1731.74,15911.3,0.0,3610.28,-2084.32,16295.94,1525.95,17821.89
4992,1499.44,3574.36,5811.44,-3574.83,-8541.6,1736.49,15904.75,0.0,3589.25,-2063.93,16410.07,1525.32,17935.38
4993,1527.63,3571.04,5781.13,-3567.11,-8559.95,1741.03,15939.18,0.0,3607.2,-2079.87,16432.95,1527.33,17960.28
4994,1483.22,3575.5,5733.45,-3584.07,-8564.32,1782.46,15928.07,0.0,3594.59,-2066.47,16354.3,1528.12,17882.43
4995,1521.75,3569.36,5773.05,-3553.98,-8563.97,1768.6,16026.97,0.0,3598.26,-2066.93,16541.78,1531.33,18073.1
4996,1466.64,3583.29,5759.52,-3573.64,-8551.08,1740.38,15917.02,0.0,3598.7,-2065.22,16342.12,1533.49,17875.61
4997,1489.74,3616.78,5796.32,-3602.32,-8583.09,1752.83,16097.34,0.0,3589.54,-2061.84,16567.61,1527.7,18095.31
4998,1521.66,3563.8,5773.79,-3577.97,-8599.6,1772.1,16122.11,0.0,3610.39,-2086.17,16575.89,1524.22,18100.11
4999,1517.75,3627.7,5792.14,-3573.47,-8555.2,1764.83,15939.73,0.0,3610.22,-2085.05,16513.47,1525.17,18038.65
5000,1496.56,3509.55,5747.02,-3578.8,-8577.7,1756.84,16006.58,0.0,3594.82,-2066.0,16360.04,1528.82,17888.86

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
4900,8.28,23.6,16.38,-9.7,-6.28,9.87,31.33,0.0,36.62,-34.0,73.48,2.62,76.1
4901,16.99,20.38,17.74,-8.64,-6.3,9.54,32.6,0.0,37.4,-33.87,82.31,3.53,85.84
4902,5.11,20.74,17.96,-6.74,-6.36,10.57,30.65,0.0,36.8,-33.81,71.94,2.99,74.92
4903,10.41,19.75,18.56,-6.45,-6.66,9.33,32.82,0.0,36.73,-33.67,77.76,3.06,80.82
4904,8.01,13.91,16.58,-8.23,-6.26,9.54,31.51,0.0,37.18,-34.4,65.05,2.78,67.82
4905,7.23,24.39,16.15,-8.99,-5.97,9.58,29.92,0.0,37.06,-34.24,72.31,2.82,75.13
4906,12.92,18.65,16.93,-5.26,-6.65,10.24,32.05,0.0,37.04,-34.24,78.88,2.8,81.68
4907,7.44,18.38,15.84,-6.54,-6.29,9.37,31.84,0.0,37.26,-34.19,70.04,3.06,73.11
4908,9.95,21.51,18.6,-9.33,-6.55,8.46,32.0,0.0,37.53,-33.88,74.64,3.65,78.28
4909,8.27,18.47,16.55,-6.86,-6.34,8.25,31.18,0.0,38.09,-34.08,69.52,4.0,73.53
4910,8.1,19.85,15.35,-8.24,-6.46,11.36,31.18,0.0,37.19,-33.76,71.14,3.43,74.57
4911,5.51,26.13,14.13,-8.17,-6.23,10.52,32.6,0.0,36.48,-33.81,74.48,2.67,77.16
4912,8.12,16.66,15.77,-8.2,-6.43,9.68,32.14,0.0,36.67,-34.19,67.73,2.48,70.21
4913,8.4,11.82,16.04,-5.07,-6.24,9.5,30.34,0.0,36.46,-34.02,64.8,2.43,67.24
4914,14.75,21.07,16.57,-7.37,-5.51,7.81,27.38,0.0,37.59,-34.42,74.7,3.17,77.87
4915,4.09,24.09,17.27,-8.18,-6.56,9.8,31.01,0.0,36.58,-34.37,71.52,2.21,73.74
4916,7.35,21.02,17.1,-6.83,-6.14,11.32,29.66,0.0,37.9,-34.88,73.49,3.02,76.51
4917,4.84,21.97,19.53,-8.95,-5.79,9.11,28.92,0.0,36.74,-34.16,69.63,2.58,72.21
4918,8.05,19.14,17.22,-9.51,-6.14,7.7,30.68,0.0,36.7,-33.68,67.15,3.01,70.16
4919,11.58,16.97,17.15,-8.53,-6.05,8.29,28.52,0.0,37.5,-34.05,67.94,3.45,71.39
4920,11.78,14.3,16.46,-8.5,-6.18,8.89,30.73,0.0,37.68,-34.28,67.48,3.4,70.88
4921,9.08,29.77,16.97,-9.86,-6.13,10.53,30.18,0.0,36.82,-34.08,80.54,2.74,83.28
4922,13.06,20.88,16.27,-7.72,-5.9,8.14,29.06,0.0,38.27,-34.43,73.79,3.84,77.63
4923,8.43,27.5,17.03,-9.24,-6.47,9.12,31.0,0.0,37.61,-34.38,77.37,3.23,80.6
4924,7.93,16.61,15.72,-6.02,-5.97,9.11,30.24,0.0,38.59,-34.8,67.63,3.79,71.41
4925,4.68,24.3,17.84,-8.6,-6.01,9.59,30.44,0.0,37.89,-34.29,72.24,3.6,75.84
4926,8.15,22.58,16.41,-9.22,-5.97,8.4,28.89,0.0,37.23,-34.1,69.25,3.13,72.38
4927,8.35,19.11,15.6,-5.19,-5.87,12.06,29.18,0.0,36.39,-34.26,73.23,2.13,75.36
4928,8.05,16.31,18.33,-8.51,-6.12,9.2,29.58,0.0,37.41,-34.26,66.85,3.15,70.0
4929,7.46,22.75,16.08,-8.21,-6.2,9.1,30.91,0.0,36.63,-33.81,71.89,2.82,74.71
4930,6.6,16.93,15.47,-7.41,-6.17,8.19,30.93,0.0,37.27,-34.21,64.55,3.06,67.6
4931,8.09,25.48,16.33,-8.69,-6.03,9.2,30.19,0.0,37.07,-34.3,74.57,2.77,77.35
4932,8.52,20.57,15.45,-8.47,-6.44,9.7,32.52,0.0,36.84,-33.93,71.84,2.91,74.76
4933,6.07,22.54,18.23,-6.99,-6.2,9.4,31.53,0.0,38.27,-34.32,74.58,3.94,78.53
4934,5.8,28.06,18.9,-8.08,-5.97,10.9,30.96,0.0,37.57,-34.07,80.58,3.5,84.08
4935,11.02,17.68,16.75,-8.87,-6.14,8.48,31.24,0.0,37.14,-34.21,70.15,2.93,73.08
4936,7.17,26.88,15.32,-8.28,-6.3,8.99,31.38,0.0,37.29,-33.85,75.16,3.44,78.6
4937,8.37,17.73,17.52,-8.06,-5.81,9.89,28.83,0.0,37.34,-34.97,68.48,2.37,70.85
4938,10.94,20.16,19.39,-9.0,-6.3,7.03,30.86,0.0,38.15,-34.16,73.07,3.98,77.05
4939,9.1,12.87,16.15,-8.47,-6.46,10.75,32.35,0.0,37.12,-34.1,66.29,3.02,69.31
4940,9.61,27.65,14.66,-8.3,-6.37,8.77,30.32,0.0,37.46,-34.11,76.35,3.35,79.7
4941,9.14,19.12,18.59,-5.77,-6.3,8.72,31.31,0.0,38.74,-34.97,74.82,3.77,78.59
4942,9.01,16.88,18.69,-5.15,-6.08,7.3,30.47,0.0,38.79,-34.68,71.1,4.11,75.21
4943,6.43,21.75,17.62,-7.45,-6.04,9.14,31.4,0.0,38.0,-34.59,72.84,3.4,76.24
4944,9.36,20.56,16.67,-7.25,-6.58,8.89,32.55,0.0,37.84,-34.21,74.21,3.63,77.84
4945,9.31,16.86,15.41,-8.92,-6.28,9.3,31.04,0.0,36.99,-33.96,66.72,3.03,69.76
4946,5.93,16.38,18.06,-8.34,-6.25,10.57,31.33,0.0,37.75,-34.32,67.68,3.43,71.11
4947,4.5,23.52,15.4,-8.75,-6.36,8.27,32.0,0.0,37.15,-33.52,68.58,3.63,72.21
4948,8.25,21.76,14.77,-8.64,-6.47,11.79,30.98,0.0,36.33,-33.79,72.44,2.54,74.98
4949,6.35,22.54,15.47,-6.86,-6.37,9.78,30.94,0.0,37.5,-34.4,71.85,3.1,74.95
4950,11.55,23.58,16.22,-8.56,-6.12,10.17,30.39,0.0,37.7,-34.2,77.24,3.5,80.74
4951,8.36,21.87,18.2,-9.1,-5.99,8.35,28.82,0.0,37.03,-33.98,70.51,3.04,73.55
4952,3.95,19.72,15.5,-7.11,-6.22,10.51,30.95,0.0,37.09,-34.18,67.29,2.92,70.21
4953,9.34,23.48,15.39,-8.17,-5.98,10.19,28.97,0.0,36.79,-33.96,73.22,2.83,76.05
4954,5.9,17.81,18.02,-7.57,-6.04,9.48,30.27,0.0,38.29,-34.55,67.87,3.74,71.61
4955,7.51,31.6,14.38,-8.75,-6.09,9.37,29.93,0.0,37.35,-34.52,77.95,2.83,80.78
4956,8.55,18.17,14.3,-8.41,-6.22,9.96,31.24,0.0,37.12,-34.33,67.6,2.79,70.38
4957,5.68,21.77,19.54,-7.31,-4.79,10.11,24.57,0.0,37.41,-34.41,69.57,3.0,72.57
4958,4.4,30.78,16.35,-8.61,-5.82,10.69,28.64,0.0,36.62,-34.36,76.43,2.26,78.69
4959,6.42,19.07,15.84,-7.17,-6.61,8.75,32.88,0.0,36.65,-34.04,69.17,2.62,71.79
4960,5.42,17.94,15.24,-8.14,-6.18,8.43,30.73,0.0,37.73,-34.58,63.44,3.15,66.59
4961,10.94,18.95,16.7,-7.37,-6.15,8.17,30.11,0.0,37.41,-34.37,71.34,3.04,74.38
4962,10.26,23.24,19.28,-7.44,-5.06,10.75,25.71,0.0,37.3,-34.2,76.75,3.1,79.84
4963,7.33,24.0,19.06,-8.04,-6.14,8.43,30.56,0.0,38.26,-34.75,75.19,3.51,78.7
4964,6.51,23.13,15.78,-7.45,-6.29,9.82,30.32,0.0,37.78,-34.72,71.82,3.06,74.88
4965,8.04,19.12,17.55,-7.57,-6.22,10.63,31.23,0.0,38.02,-34.68,72.78,3.35,76.13
4966,9.67,17.01,17.52,-6.5,-6.37,9.92,31.47,0.0,37.53,-34.48,72.72,3.05,75.78
4967,7.55,25.47,15.7,-8.6,-6.22,11.03,29.47,0.0,37.07,-34.01,74.39,3.07,77.46
4968,9.12,24.53,13.79,-6.47,-6.51,8.45,32.12,0.0,37.66,-33.81,75.03,3.85,78.87
4969,7.52,24.71,16.54,-7.85,-6.28,10.13,30.95,0.0,37.56,-34.48,75.73,3.08,78.81
4970,10.77,23.29,17.03,-9.1,-6.18,8.32,29.78,0.0,37.23,-34.08,73.91,3.15,77.06
4971,7.46,23.46,15.97,-8.02,-6.35,10.3,32.02,0.0,37.0,-33.71,74.84,3.3,78.14
4972,10.5,27.88,16.82,-8.34,-6.44,9.13,31.21,0.0,37.47,-34.32,80.76,3.15,83.9
4973,9.9,16.71,15.87,-7.93,-6.16,9.11,30.18,0.0,37.17,-34.19,67.67,2.99,70.66
4974,6.09,22.09,17.91,-8.71,-5.9,9.41,28.86,0.0,37.16,-34.23,69.75,2.93,72.68
4975,8.11,24.36,18.27,-7.08,-4.8,10.61,24.41,0.0,37.5,-34.42,73.89,3.09,76.97
4976,10.77,18.52,19.72,-7.84,-4.78,10.26,24.32,0.0,37.64,-34.69,70.97,2.96,73.93
4977,11.72,20.8,13.17,-6.25,-6.28,10.56,31.47,0.0,36.33,-34.23,75.2,2.1,77.3
4978,4.37,27.13,15.65,-9.37,-6.19,9.59,30.7,0.0,37.18,-34.11,71.88,3.07,74.95
4979,14.36,23.37,14.34,-6.41,-6.39,10.28,32.22,0.0,37.03,-33.6,81.77,3.42,85.19
4980,5.92,23.16,15.71,-8.21,-6.44,10.42,32.96,0.0,37.06,-34.17,73.52,2.89,76.41
4981,5.22,19.14,14.59,-8.94,-6.29,9.78,30.69,0.0,36.66,-33.72,64.2,2.94,67.14
4982,14.98,19.61,15.33,-8.37,-6.38,8.48,32.46,0.0,37.11,-33.73,76.12,3.38,79.5
4983,11.08,21.44,13.19,-7.96,-6.37,10.08,30.53,0.0,36.87,-34.04,71.99,2.84,74.82
4984,8.0,25.03,15.68,-7.79,-6.53,10.55,30.81,0.0,37.01,-33.9,75.75,3.11,78.86
4985,8.43,18.76,19.75,-9.63,-6.39,9.34,30.76,0.0,36.68,-33.84,71.03,2.83,73.86
4986,9.46,19.42,15.16,-6.78,-6.67,9.53,32.27,0.0,37.45,-33.56,72.38,3.89,76.28
