1	0
2	0.901
3	1.063
4	1.225
5	1.265
6	1.25
7	1.155
8	0.815
9	0.655
10	0.922
11	1.236
12	1.306
13	1.142
14	0.711
15	1.194
16	1.194
17	0.934
18	1.137
19	0.981
20	1.024
21	1.065
22	0.861
23	0.758
24	0.966
25	1.102
26	0.868
27	1.128
28	1.383
29	1.853
30	2.007
31	1.676
32	1.486
33	1.359
34	1.283
35	1.885
36	2.923
37	1.43
38	1.566
39	1.763
40	1.515
41	1.424
42	1.32
43	1.508
44	1.391
45	1.535
46	1.425
47	1.596
48	1.791
49	1.436
50	1.372
51	1.502
52	1.208
53	1.62
54	2.054
55	1.904
56	2.1
57	1.737
58	1.702
59	1.843
60	2.017
61	2.175
62	1.765
63	1.852
64	1.894
65	1.756
66	1.814
67	1.727
68	1.897
69	2.233
70	2.384
71	2.35
72	2.51
73	2.37
74	1.813
75	1.673
76	1.757
77	1.889
78	1.835
79	1.902
80	1.958
81	2.256
82	2.277
83	2.294
84	2.143
85	1.856
86	1.855
87	2.152
88	2.057
89	1.968
90	1.835
91	2.113
92	1.989
93	2.312
94	2.082
95	2.317
96	2.088
97	2.116
98	2.531
99	2.009
100	2.089
101	1.644
102	1.97
103	2.404
104	2.303
105	2.611
106	2.315
107	2.301
108	1.874
109	2.057
110	1.896
111	2.086
112	1.692
113	1.983
114	1.821
115	1.888
116	1.859
117	2.251
118	2.05
119	2.042
120	1.723
121	2.3
122	2.039
123	2.103
124	1.783
125	2.217
126	2.098
127	2.336
128	2.21
129	2.284
130	2.306
131	2.252
132	2.274
133	2.144
134	2.06
135	2.178
136	1.823
137	2.87
138	2.336
139	2.817
140	2.647
141	2.6
142	2.479
143	2.553
144	2.714
145	2.638
146	2.753
147	2.853
148	2.827
149	2.705
150	2.653
151	2.508
152	2.43
153	2.689
154	2.431
155	2.712
156	2.606
157	2.557
158	1.977
159	2.112
160	1.789
161	2.707
162	2.965
163	2.757
164	2.736
165	2.73
166	2.785
167	2.864
168	2.663
169	2.66
170	2.729
171	2.586
172	2.614
173	2.81
174	2.767
175	2.785
176	2.753
177	2.737
178	2.721
179	2.771
180	2.737
181	2.579
182	2.678
183	2.775
184	2.698
185	2.529
186	2.77
187	2.772
188	2.75
189	2.649
190	2.751
191	2.764
192	2.672
193	2.738
194	2.671
195	2.737
196	2.771
197	2.669
198	2.908
199	2.835
200	2.717
201	2.784
202	2.78
203	2.812
204	2.707
205	2.602
206	2.39
207	2.809
208	2.702
209	2.769
210	2.863
211	2.642
212	2.819
213	2.546
214	2.844
215	2.759
216	2.829
217	2.789
218	2.777
219	2.677
220	2.536
221	2.711
222	2.823
223	2.836
224	2.557
225	2.808
226	2.599
227	2.526
228	2.785
229	2.714
230	2.737
231	2.708
232	2.806
233	2.544
234	2.816
235	2.762
236	2.617
237	2.626
238	2.661
239	2.78
240	2.78
241	2.743
242	2.753
243	2.76
244	2.784
245	2.701
246	2.492
247	2.773
248	2.735
249	2.716
250	2.637
251	2.675
252	2.701
253	2.727
254	2.534
255	2.721
256	2.769
257	2.759
258	2.639
259	2.78
260	2.762
261	2.731
262	2.847
263	2.706
264	2.768
265	2.786
266	2.583
267	2.641
268	2.571
269	2.704
270	2.683
271	2.808
272	2.658
273	2.561
274	2.791
275	2.662
276	2.788
277	2.654
278	2.746
279	2.503
280	2.713
281	2.707
282	2.698
283	2.649
284	2.712
285	2.686
286	2.711
287	2.696
288	2.789
289	2.713
290	2.636
291	2.679
292	2.817
293	2.759
294	2.673
295	2.494
296	2.729
297	2.803
298	2.756
299	2.667
300	2.761
301	2.616
302	2.716
303	2.731
304	2.546
305	2.659
306	2.732
307	2.784
308	2.655
309	2.653
310	2.746
311	2.713
312	2.676
313	2.727
314	2.784
315	2.694
316	2.756
317	2.692
318	2.576
319	2.64
320	2.378
321	2.74
322	2.747
323	2.759
324	2.594
325	2.662
326	2.438
327	2.758
328	2.641
329	2.606
330	2.336
331	2.658
332	2.651
333	2.635
334	2.487
335	2.63
336	2.676
337	2.673
338	2.709
339	2.688
340	2.753
341	2.601
342	2.654
343	2.522
344	2.65
345	2.569
346	2.813
347	2.699
348	2.584
349	2.483
350	2.583
351	2.605
352	2.431
353	2.751
354	2.587
355	2.632
356	2.56
357	2.676
358	2.436
359	2.602
360	2.586
361	2.552
362	2.517
363	2.576
364	2.79
365	2.889
366	2.865
367	2.696
368	2.637
369	2.792
370	2.361
371	2.745
372	2.431
373	2.491
374	2.47
375	2.602
376	2.479
377	2.565
378	2.592
379	1.938
380	3.067
381	2.666
382	2.812
383	2.49
384	2.74
385	2.887
386	2.66
387	2.828
388	2.624
389	2.745
390	2.895
391	2.65
392	2.71
393	2.771
394	2.694
395	2.697
396	2.785
397	2.594
398	2.742
399	2.551
400	2.505
401	2.496
402	2.647
403	2.656
404	2.627
405	2.606
406	2.731
407	2.551
408	2.446
409	2.629
410	2.718
411	2.75
412	2.273
413	2.791
414	2.843
415	2.929
416	2.7
417	2.855
418	2.744
419	2.55
420	2.552
421	2.824
422	2.757
423	2.558
424	2.745
425	2.562
426	2.613
427	2.8
428	2.642
429	2.521
430	2.567
431	2.699
432	2.515
433	2.671
434	2.623
435	2.548
436	2.529
437	2.548
438	2.607
439	2.532
440	2.7
441	2.594
442	2.633
443	2.599
444	2.587
445	2.54
446	2.846
447	2.612
448	2.737
449	2.672
450	2.708
451	2.715
452	2.553
453	2.641
454	2.689
455	2.679
456	2.619
457	2.689
458	2.759
459	2.701
460	2.422
461	2.681
462	2.607
463	2.723
464	2.645
465	2.617
466	2.718
467	2.463
468	2.873
469	2.718
470	2.612
471	2.481
472	2.734
473	2.912
474	2.7
475	2.673
476	2.645
477	2.725
478	2.546
479	2.481
480	2.759
481	2.384
482	2.42
483	2.383
484	2.616
485	2.725
486	2.677
487	2.779
488	2.385
489	2.612
490	2.521
491	2.725
492	2.43
493	2.71
494	2.562
495	2.621
496	2.758
497	2.51
498	2.491
499	2.761
500	2.237
501	2.642
502	2.575
503	2.658
504	2.668
505	2.706
506	2.549
507	2.654
508	2.702
509	2.52
510	2.784
511	2.778
512	2.729
513	2.806
514	2.594
515	2.191
516	2.796
517	2.778
518	2.635
519	2.703
520	2.589
521	2.354
522	2.751
523	2.718
524	2.711
525	2.585
526	2.69
527	2.752
528	2.697
529	2.599
530	2.769
531	2.556
532	2.59
533	2.35
534	2.611
535	2.715
536	2.621
537	2.684
538	2.813
539	2.823
540	2.767
541	2.819
542	2.653
543	2.722
544	2.657
545	2.59
546	2.524
547	2.568
548	2.556
549	2.594
550	2.402
551	2.627
552	2.909
553	2.989
554	3.073
555	2.649
556	2.274
557	2.987
558	3.054
559	3.026
560	2.793
561	2.836
562	2.844
563	2.439
564	2.696
565	1.889
566	2.496
