0		0.488405		0.481969		0.451642		0.201999
200		0.490144		0.482267		0.440539		0.232006
400		0.505858		0.499396		0.430375		0.277784
600		 0.46859		 0.45296		0.429642		0.222238
800		0.470906		0.455953		0.428466		0.228099
1000		0.464061		0.456799		0.409361		0.233376
1200		0.487758		0.477473		0.433424		0.244906
1400		0.486973		0.480694		0.436892		 0.22879
1600		0.490176		0.484444		0.452999		0.201623
1800		0.486242		0.478235		0.440857		0.223156
2000		0.485611		0.476543		 0.43223		0.240249
2200		0.493785		0.484504		0.439997		0.243527
2400		0.482949		0.475513		0.439808		0.216645
2600		0.488536		0.483767		0.434304		0.233849
2800		0.488694		0.480457		 0.44401		0.222845
3000		0.474145		0.464814		0.432253		0.216178
3200		0.489598		0.486012		 0.43973		0.223252
3400		0.484942		0.475326		0.431484		0.241296
3600		0.491285		0.487466		0.442021		0.222971
3800		0.470082		0.465367		0.413718		0.232861
4000		0.491343		0.486951		0.443659		0.221093
4200		0.491172		0.482318		0.444952		 0.22779
4400		0.492796		0.487946			0.4425		0.227591
4600		0.496438			0.4915		0.448568		0.223866
4800		0.487047		0.480083		0.448635		0.206582
5000		0.477741		0.472916		0.444041		0.188815
5200		0.477819		0.468877		0.445568		0.195567
5400		0.481263		0.474774		0.433485		0.223402
5600		0.481949		0.477076		0.425855		0.235785
5800		0.431543		0.414789		0.383891		0.230298
6000		0.478806		0.472537		0.419579		0.243256
6200		0.508761		0.499332		0.480062		0.194638
6400		0.493088		0.483939		0.441958		0.238216
6600		 0.49651		0.485393		0.469232		0.193026
6800		0.510501		0.498937		0.477128		0.211267
7000		0.497804		0.487458		0.468468		 0.19632
7200		0.497168		 0.48746		0.452875		0.227241
7400		0.503918		0.499653		0.473494		 0.18444
7600		0.485668		0.475859		0.435386		0.236103
7800		0.497386		0.493277		0.454841		0.211146
8000		0.503417		0.498417		0.460048		 0.21632
8200		0.500403		0.490848		0.474038		0.187517
8400		0.493394		0.490001		0.443347		0.224093
8600		0.477993		 0.47083		0.417189		0.247441
8800		0.491065		 0.48623		0.446279		0.216114
9000		 0.49469		0.490983		0.440176			0.2337
9200		0.476039		0.469597		 0.41333		0.248721
9400		0.478222		0.471217		0.432302		 0.22014
9600		0.511687		0.506971		 0.46183		0.230956
9800		0.486395		0.480537		0.434749		0.230733
10000		0.486511		0.480032		0.425357		 0.24905
10200		0.500279		0.496142		0.452648		0.222509
10400		 0.48515		0.481043		0.425604		0.241246
10600		0.488668		0.479917		0.443621		0.224661
10800		0.491634		0.485169		0.453535		 0.20573
11000		0.471972		0.457998		0.444896		0.194472
11200		0.493198		0.482819		0.453173		0.219109
11400		0.496326		0.488483		0.448735		0.229568
11600		0.501782		0.495882		0.459033		0.216703
11800		0.489812		0.485112		0.433061		0.238654
12000		0.500717		0.495098		0.443697		0.243814
12200		0.484068		0.476753		0.436197		0.226014
12400		 0.47425		0.466913		0.421631		0.232476
12600		0.490536		0.479042		0.448128		0.225723
12800		0.494487		0.486131		0.444034		0.235682
13000		0.477572		0.466417		0.429875		0.231976
13200		 0.47396		0.464651		0.431667		0.216887
13400		0.487054		0.479921		0.446947		0.210614
13600		0.492267		0.480222		0.445744		0.235271
13800		0.469924		0.461289		0.418611		0.231592
14000		0.507854		0.497256		0.459505		0.239631
14200		0.508965		 0.50235		0.464716			0.2231
14400		0.496599		 0.48755		0.447296		0.235459
14600		0.492722		0.479228		 0.45952		0.211496
14800		0.501657		0.496467		0.473706		0.180115
15000		 0.48448		0.471999		0.442007		0.226469
15200		0.495537			 0.487		0.460466		0.204734
15400		0.486432		0.477054		0.441988		0.224275
15600		0.490107		0.482894		0.449641		 0.21224
15800		0.486963		0.480525		0.440361		 0.22236
16000		0.509251		 0.50109		0.474645		0.205656
16200		0.493173		0.483071		0.454681		0.215283
16400		0.498127		0.487026		0.462854		0.211737
16600		0.501078		0.492769		0.475413		0.182535
16800		0.460672		0.450673		0.411362		0.228283
17000		0.471011		 0.46447		0.417073		0.232424
17200		0.451356		0.442065		0.391744		 0.24199
17400		0.471236		0.464414		0.414102		0.238674
17600		0.495191		0.486438		0.447229		0.231934
17800		0.466242		0.448657		0.422693		0.234094
18000		0.482332		0.475893		0.423572		0.243724
18200		0.450564		0.436277		0.383225		0.262329
18400		0.419186		0.406474		 0.36443		 0.23109
18600		0.483849		0.471659		0.444677		0.219135
18800		0.498678		0.488883		0.443809		0.247765
19000		 0.50053		0.493295		0.453572		0.228018
19200		0.468573		0.464345		 0.40338		0.246557
19400		0.482207		0.471792		0.431981		 0.23633
19600		0.473475		0.467284		0.417145		0.236629
19800		0.478849		 0.46769		0.418232		0.254835
20000		0.492976		0.475538		0.452998		0.233894
20200		0.477099		0.468907		0.416343		0.249063
20400		0.501841		0.488037		0.448384		0.253888
20600		0.504888		0.493306		0.449791		0.253299
20800		0.514683		0.498226		0.482048		0.221805
21000		0.502032		0.495769		0.451194		0.233899
21200		0.510771		 0.50548		0.464094		 0.22557
21400		0.502021		0.497388		0.463432		0.204659
21600		0.471369		0.467639		0.401673		0.253674
21800		0.482478		0.477344		0.429235		0.231235
22000		0.469717		0.454994		0.419205		0.241901
22200		0.502194		0.497513		0.458059		0.216935
22400			0.4929		0.489259		0.444278		0.221682
22600		0.483115		0.473727		0.431943		0.236237
22800		0.486766		0.480148		0.444755		0.213387
23000		0.487298		0.484066		0.444748		0.206879
23200		0.468225		0.458684		0.430955		0.205803
23400		 0.47675		0.463612		0.426704		0.239935
23600		0.496276		0.481999		0.439367		0.259257
23800		0.485694		0.477527		0.434085		0.235236
24000		0.487769		0.482872		0.429214		0.241759
24200		0.487545		0.483234		0.437318		 0.22503
24400		0.491717		0.485079		0.428824		0.253732
24600		0.483101		0.473377		0.433905		 0.23327
24800		0.479474		0.476901		0.415738		0.243962
25000		0.472783		0.468012		0.401046		0.259181
25200		0.483926		0.478368		0.405341		0.274285
25400		0.455972		0.445927		0.387731		0.258138
25600		0.464951		0.456761		0.401626		0.249851
25800		0.477404		0.472697		0.397584		0.272606
26000		0.474234		0.470519		0.410779		0.244273
26200		0.495847		0.488725		0.447817		0.228771
