time,value,system,replica,metric
659.2,7.069999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
659.4,7.37,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
659.6,7.37,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
659.8,6.840000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
660.0,7.119999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
660.2,7.21,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
660.4,7.35,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
660.6,7.45,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
660.8,6.909999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
661.0,7.21,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
661.2,7.25,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
661.4,6.9399999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
661.6,6.550000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
661.8,6.29,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
662.0,6.54,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
662.2,6.9399999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
662.4,6.6000000000000005,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
662.6,6.7700000000000005,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
662.8,7.21,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
663.0,6.93,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
663.2,7.1499999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
663.4,6.75,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
663.6,7.26,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
663.8,7.25,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
664.0,7.71,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
664.2,7.279999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
664.4,7.18,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
664.6,6.97,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
664.8,7.42,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
665.0,7.45,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
665.2,7.37,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
665.4,6.870000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
665.6,6.550000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
665.8,6.760000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
666.0,7.05,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
666.2,7.4,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
666.4,7.49,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
666.6,7.22,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
666.8,7.46,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
667.0,7.38,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
667.2,7.18,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
667.4,7.08,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
667.6,7.48,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
667.8,6.92,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
668.0,7.43,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
668.2,7.18,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
668.4,6.790000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
668.6,7.41,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
668.8,7.0,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
669.0,7.2299999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
669.2,6.989999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
669.4,6.97,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
669.6,6.989999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
669.8,6.9399999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
670.0,6.67,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
670.2,6.73,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
670.4,6.909999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
670.6,7.2299999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
670.8,7.21,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
671.0,7.279999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
671.2,7.29,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
671.4,7.38,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
671.6,7.31,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
671.8,7.5600000000000005,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
672.0,7.54,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
672.2,7.17,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
672.4,7.46,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
672.6,7.41,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
672.8,7.279999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
673.0,7.32,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
673.2,7.65,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
673.4,7.53,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
673.6,7.1899999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
673.8,7.76,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
674.0,7.1,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
674.2,7.09,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
674.4,7.5,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
674.6,7.65,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
674.8,7.17,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
675.0,7.45,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
675.2,7.4399999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
675.4,7.3,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
675.6,6.989999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
675.8,6.82,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
676.0,7.65,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
676.2,7.4399999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
676.4,7.49,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
676.6,6.989999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
676.8,7.08,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
677.0,7.48,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
677.2,7.27,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
677.4,7.24,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
677.6,7.01,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
677.8,7.029999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
678.0,6.92,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
678.2,6.989999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
678.4,7.39,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
678.6,6.8999999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
678.8,7.29,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
679.0,7.13,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
679.2,6.7,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
679.4,6.86,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
679.6,6.989999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
679.8,6.78,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
680.0,6.97,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
680.2,7.67,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
680.4,6.92,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
680.6,7.45,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
680.8,7.069999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
681.0,7.58,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
681.2,7.2299999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
681.4,7.29,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
681.6,7.2299999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
681.8,7.35,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
682.0,6.720000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
682.2,7.31,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
682.4,7.18,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
682.6,7.9,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
682.8,7.14,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
683.0,6.909999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
683.2,7.39,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
683.4,7.76,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
683.6,7.32,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
683.8,7.25,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
684.0,7.51,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
684.2,7.57,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
684.4,8.05,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
684.6,7.13,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
684.8,7.41,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
685.0,7.48,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
685.2,7.24,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
685.4,7.199999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
685.6,7.37,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
685.8,7.279999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
686.0,7.41,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
686.2,6.390000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
686.4,7.24,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
686.6,6.5600000000000005,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
686.8,7.38,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
687.0,6.89,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
687.2,6.9399999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
687.4,7.69,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
687.6,8.07,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
687.8,7.47,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
688.0,7.27,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
688.2,7.51,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
688.4,7.5600000000000005,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
688.6,7.8100000000000005,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
688.8,7.930000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
689.0,7.46,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
689.2,7.54,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
689.4,7.91,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
689.6,6.82,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
689.8,6.92,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
690.0,7.4,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
690.2,7.46,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
690.4,7.3,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
690.6,6.8100000000000005,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
690.8,7.02,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
691.0,7.08,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
691.2,7.37,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
691.4,7.17,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
691.6,7.199999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
691.8,7.22,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
692.0,7.960000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
692.2,7.08,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
692.4,7.29,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
692.6,7.27,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
692.8,7.47,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
693.0,6.800000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
693.2,7.26,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
693.4,7.1,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
693.6,7.67,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
693.8,7.31,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
694.0,7.1,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
694.2,6.82,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
694.4,6.8500000000000005,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
694.6,7.2299999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
694.8,7.1899999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
695.0,7.42,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
695.2,7.37,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
695.4,7.54,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
695.6,7.26,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
695.8,7.35,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
696.0,7.5,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
696.2,7.54,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
696.4,7.98,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
696.6,7.1499999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
696.8,7.32,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
697.0,7.63,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
697.2,7.49,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
697.4,7.02,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
697.6,7.039999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
697.8,7.55,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
698.0,7.25,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
698.2,7.69,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
698.4,7.0,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
698.6,7.1499999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
698.8,7.48,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
699.0,7.27,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
699.2,8.24,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
699.4,7.6,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
699.6,7.8100000000000005,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
699.8,7.57,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
700.0,7.42,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
700.2,7.1899999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
700.4,7.46,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
700.6,7.4399999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
700.8,6.989999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
701.0,7.069999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
701.2,7.31,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
701.4,7.24,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
701.6,7.069999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
701.8,7.5,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
702.0,7.02,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
702.2,7.38,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
702.4,7.61,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
702.6,7.49,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
702.8,6.89,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
703.0,7.109999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
703.2,7.18,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
703.4,7.45,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
703.6,7.17,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
703.8,7.61,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
704.0,7.4399999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
704.2,7.52,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
704.4,7.41,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
704.6,7.17,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
704.8,7.069999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
705.0,7.09,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
705.2,7.1,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
705.4,7.1899999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
705.6,7.48,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
705.8,7.31,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
706.0,7.38,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
706.2,7.1499999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
706.4,7.199999999999999,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
706.6,7.640000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
706.8,7.33,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
707.0,7.51,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
707.2,6.840000000000001,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
707.4,7.87,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
707.6,7.1499999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
707.8,7.13,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
708.0,7.2299999999999995,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
708.2,7.41,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
708.4,7.42,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
708.6,7.5,M1-CN045,replica2,Arg³·⁵⁰(123)_Glu⁶·³⁰(360)_mean_dist
