time,value,system,replica,metric
66.4,3.235583,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
66.6,1.9060160000000002,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
66.8,2.689575,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
67.0,2.331288,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
67.2,2.411017,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
67.4,3.058466,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
67.6,2.206759,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
67.8,3.124788,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
68.0,2.785697,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
68.2,2.96326,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
68.4,2.776634,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
68.6,2.7661170000000004,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
68.8,2.8918169999999996,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
69.0,3.026781,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
69.2,4.3199320000000005,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
69.4,2.432821,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
69.6,2.525411,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
69.8,2.080313,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
70.0,2.294861,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
70.2,3.092024,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
70.4,2.8024270000000002,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
70.6,4.058892,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
70.8,2.286435,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
71.0,3.764266,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
71.2,4.398307,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
71.4,2.8295749999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
71.6,2.724356,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
71.8,2.342603,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
72.0,3.262547,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
72.2,2.847403,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
72.4,2.515948,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
72.6,3.964958,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
72.8,4.575082999999999,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
73.0,4.126076,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
73.2,5.083948,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
73.4,3.2557789999999995,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
73.6,2.693752,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
73.8,4.287356,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
74.0,3.5258070000000004,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
74.2,3.0838140000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
74.4,3.487552,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
74.6,3.584717,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
74.8,5.059576999999999,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
75.0,2.788852,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
75.2,3.410704,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
75.4,3.568021,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
75.6,3.957409,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
75.8,3.155646,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
76.0,2.07733,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
76.2,2.7102939999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
76.4,2.6241,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
76.6,2.5263600000000004,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
76.8,2.543423,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
77.0,2.791219,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
77.2,2.639109,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
77.4,2.354063,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
77.6,2.4973989999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
77.8,2.418678,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
78.0,2.41779,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
78.2,2.283791,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
78.4,2.211447,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
78.6,2.524378,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
78.8,2.405183,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
79.0,2.058761,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
79.2,2.559783,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
79.4,2.554801,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
79.6,2.4121580000000002,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
79.8,2.157524,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
80.0,2.168454,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
80.2,3.227399,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
80.4,2.1496750000000002,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
80.6,2.7372639999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
80.8,2.574198,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
81.0,2.347528,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
81.2,3.439713,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
81.4,2.0050660000000002,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
81.6,2.6817320000000002,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
81.8,3.962436,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
82.0,2.76214,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
82.2,2.429176,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
82.4,2.5288329999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
82.6,2.8412870000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
82.8,2.595744,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
83.0,3.7215740000000004,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
83.2,2.7165440000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
83.4,2.683003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
83.6,3.292504,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
83.8,3.0174149999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
84.0,3.1059140000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
84.2,2.53681,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
84.4,2.272729,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
84.6,2.242966,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
84.8,2.2332710000000002,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
85.0,3.15628,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
85.2,2.480343,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
85.4,2.14935,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
85.6,2.192805,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
85.8,2.677575,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
86.0,2.7058660000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
86.2,2.6363209999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
86.4,2.715974,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
86.6,2.55509,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
86.8,2.377266,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
87.0,2.8482439999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
87.2,2.732636,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
87.4,2.745065,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
87.6,2.4067179999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
87.8,2.903016,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
88.0,2.5263600000000004,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
88.2,2.29061,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
88.4,2.8880099999999995,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
88.6,2.922192,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
88.8,3.07475,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
89.0,2.522579,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
89.2,2.382666,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
89.4,2.325857,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
89.6,2.7959650000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
89.8,3.07143,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
90.0,2.956821,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
90.2,2.561268,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
90.4,3.895445,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
90.6,3.0106650000000004,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
90.8,2.544548,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
91.0,2.410166,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
91.2,2.419009,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
91.4,2.494517,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
91.6,2.4939929999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
91.8,3.2016549999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
92.0,2.364574,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
92.2,2.297957,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
92.4,2.163447,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
92.6,2.490323,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
92.8,3.294981,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
93.0,3.408372,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
93.2,2.7683029999999995,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
93.4,3.823402,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
93.6,2.771445,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
93.8,3.965476,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
94.0,2.411163,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
94.2,2.451959,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
94.4,2.5590230000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
94.6,2.228229,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
94.8,2.209026,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
95.0,3.140161,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
95.2,2.660019,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
95.4,2.7147959999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
95.6,2.8043020000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
95.8,2.183254,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
96.0,2.3223659999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
96.2,2.3125299999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
96.4,2.644883,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
96.6,2.4187790000000002,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
96.8,3.1113679999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
97.0,2.753124,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
97.2,2.5004589999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
97.4,3.8372010000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
97.6,2.6478289999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
97.8,2.6496999999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
98.0,2.361485,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
98.2,2.2073970000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
98.4,2.5215310000000004,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
98.6,3.824984,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
98.8,4.202692,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
99.0,5.054168,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
99.2,3.989524,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
99.4,4.997531,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
99.6,5.102953,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
99.8,4.665164,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
100.0,5.491137999999999,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
100.2,4.865831,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
100.4,4.8045290000000005,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
100.6,4.622331,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
100.8,4.421155,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
101.0,4.875636,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
101.2,4.503432,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
101.4,5.028975999999999,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
101.6,4.297466,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
101.8,4.376507,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
102.0,4.890586,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
102.2,5.726725,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
102.4,4.458104,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
102.6,4.117547999999999,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
102.8,5.116642000000001,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
103.0,4.127153,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
103.2,4.95632,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
103.4,5.625388999999999,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
103.6,4.5421260000000006,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
103.8,3.5897620000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
104.0,3.785619,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
104.2,4.069546,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
104.4,2.660977,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
104.6,2.368586,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
104.8,3.3305279999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
105.0,2.3471040000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
105.2,2.36453,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
105.4,2.382018,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
105.6,2.282321,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
105.8,2.126358,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
106.0,2.314931,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
106.2,2.368161,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
106.4,2.570252,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
106.6,2.428931,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
106.8,3.105301,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
107.0,2.436412,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
107.2,2.213683,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
107.4,2.4693519999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
107.6,2.407365,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
107.8,2.544526,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
108.0,2.623146,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
108.2,2.5517640000000004,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
108.4,2.5835999999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
108.6,2.40971,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
108.8,2.433866,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
109.0,2.558966,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
109.2,2.690929,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
109.4,2.397062,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
109.6,2.166359,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
109.8,2.649302,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
110.0,2.1653149999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
110.2,2.5039569999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
110.4,2.283945,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
110.6,2.077449,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
110.8,2.406449,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
111.0,2.205132,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
111.2,2.56119,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
111.4,2.417932,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
111.6,2.788748,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
111.8,2.104586,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
112.0,2.152792,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
112.2,2.614748,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
112.4,2.638941,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
112.6,2.5086269999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
112.8,2.211538,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
113.0,2.513127,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
113.2,2.5963249999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
113.4,2.2818620000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
113.6,2.489758,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
113.8,2.701206,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
114.0,2.491366,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
114.2,2.475762,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
114.4,2.999384,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
114.6,2.632299,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
114.8,2.50755,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
115.0,2.338566,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
115.2,2.470586,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
115.4,2.514499,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
115.6,2.361232,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
115.8,2.777501,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
116.0,2.7958,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
116.2,2.5878550000000002,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
116.4,2.42998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
116.6,2.279055,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
116.8,2.352658,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
117.0,2.387573,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
117.2,2.6090029999999995,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
117.4,2.584493,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
117.6,2.5071120000000002,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
117.8,2.292141,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
118.0,2.313549,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
118.2,2.558536,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
118.4,2.290809,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
118.6,2.7445580000000005,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
118.8,2.2103390000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
119.0,2.7353240000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
119.2,2.420931,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
119.4,2.423941,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
119.6,2.738523,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
119.8,2.121084,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
120.0,2.298043,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
120.2,2.528261,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
120.4,2.5182539999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
120.6,2.965859,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
120.8,2.650039,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
121.0,2.7515279999999995,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
121.2,2.4404529999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
121.4,2.185544,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
121.6,2.608967,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
121.8,2.339274,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
122.0,3.1603959999999995,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
122.2,2.299,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
122.4,2.28659,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
122.6,2.7087070000000004,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
122.8,3.286731,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
123.0,3.122019,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
123.2,2.295516,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
123.4,2.500582,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
123.6,2.3765929999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
123.8,2.305559,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
124.0,2.6704689999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
124.2,2.632299,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
124.4,2.270639,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
124.6,2.274292,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
124.8,2.251645,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
125.0,2.5465880000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
125.2,2.3845549999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
125.4,2.536831,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
125.6,2.433517,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
125.8,2.549844,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
126.0,2.312249,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
126.2,2.413669,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
126.4,2.290804,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
126.6,3.050723,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
126.8,3.136781,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
127.0,3.919822,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
127.2,2.4716389999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
127.4,2.414414,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
127.6,2.455586,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
127.8,2.435941,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
128.0,2.114096,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
128.2,2.7746530000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
128.4,2.3512969999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
128.6,2.901809,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
128.8,2.204129,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
129.0,2.362881,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
129.2,2.6619159999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
129.4,2.556678,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
129.6,2.308702,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
129.8,2.494053,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
130.0,2.485359,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
130.2,3.1036900000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
130.4,2.3882220000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
130.6,3.555503,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
130.8,3.771324,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
131.0,2.288626,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
131.2,2.481895,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
131.4,2.5614429999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
131.6,2.4146419999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
131.8,2.20066,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
132.0,2.6792529999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
132.2,2.485982,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
132.4,2.749802,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
132.6,2.157615,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
132.8,2.373923,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
133.0,2.125699,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
133.2,2.5818790000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
133.4,2.40942,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
133.6,2.298106,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
133.8,2.434298,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
134.0,3.3445780000000003,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
134.2,2.5347779999999998,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
134.4,2.221282,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
134.6,2.846927,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
134.8,2.6825539999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
135.0,2.463857,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
135.2,2.298978,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
135.4,3.7887579999999996,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
135.6,2.474411,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
135.8,2.887715,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
136.0,3.326757,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
136.2,3.88465,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
136.4,3.026171,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
136.6,4.754461,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
136.8,4.185904,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
137.0,3.667629,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
137.2,3.456242,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
137.4,3.5835299999999997,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
137.6,3.733671,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
137.8,3.701406,M1-Clemastine,replica2,Drug - Tyr381 minimum distance
