system,time,mean,std,n,sem
M1-CN045,734.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,734.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,734.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,734.8,0.2222222222222222,0.3849001794597505,3,0.22222222222222224
M1-CN045,735.0,0.2222222222222222,0.3849001794597505,3,0.22222222222222224
M1-CN045,735.2,0.2222222222222222,0.3849001794597505,3,0.22222222222222224
M1-CN045,735.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,735.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,735.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,736.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,736.2,0.2222222222222222,0.3849001794597505,3,0.22222222222222224
M1-CN045,736.4,0.2222222222222222,0.3849001794597505,3,0.22222222222222224
M1-CN045,736.6,0.2222222222222222,0.3849001794597505,3,0.22222222222222224
M1-CN045,736.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,737.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,737.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,737.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,737.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,737.8,0.2222222222222222,0.3849001794597505,3,0.22222222222222224
M1-CN045,738.0,0.2222222222222222,0.3849001794597505,3,0.22222222222222224
M1-CN045,738.2,0.2222222222222222,0.3849001794597505,3,0.22222222222222224
M1-CN045,738.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,738.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,738.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,739.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,739.2,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,739.4,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,739.6,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,739.8,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
M1-CN045,740.0,0.3333333333333333,0.5773502691896258,3,0.33333333333333337
